CustomerID,Gender,AgeGroup,CategoryVisited,NumPagesViewed,DeviceUsed,ReferralSource,CartValue,PreferredPaymentMethod,DiscountApplied,DiscountAmount,PurchaseMade,Segment,YearsOfMembership,LoyaltyPoints,LoyaltyTier,State
AG-44764,Female,25-34,Technology,13,Laptop,Social Media,1619.3995,Credit Card,Yes,0.2,Yes,Corporate,8,3036,Platinum,Alabama
AG-47108,Female,55-64,Furniture,3,Laptop,Email,1081.7838,Credit Card,Yes,0.7,No,Home Office,10,2573,Platinum,Florida
AG-60530,Male,18-24,Furniture,10,Desktop,Direct,1212.247,Credit Card,No,0,No,Consumer,7,1486,Bronze,Florida
AG-62757,Female,35-44,Home Supplies,14,Laptop,Search Engine,1325.6747,PayPal,Yes,0.5,Yes,Home Office,8,2783,Gold,Alabama
AG-79932,Male,55-64,Furniture,8,Laptop,Social Media,951.007,Debit Card,Yes,0.1,No,Corporate,2,3951,Gold,Texas
AG-83372,Female,55-64,Furniture,15,Desktop,Social Media,1356.94,Bank Transfer,Yes,0.7,Yes,Consumer,6,1699,Platinum,Texas
AG-84390,Female,25-34,Home Supplies,15,Laptop,Search Engine,1630.382,PayPal,Yes,0.7,Yes,Home Office,8,1005,Platinum,Alabama
AG-84514,Female,45-54,Home Supplies,1,Laptop,Search Engine,1085.3899,Bank Transfer,Yes,0.3,No,Corporate,10,4398,Gold,Ohio
AG-87096,Female,65+,Home Supplies,5,Desktop,Direct,713.7293,Bank Transfer,No,0,No,Consumer,8,218,Silver,California
AG-87389,Male,65+,Furniture,13,Laptop,Social Media,1165.017,Credit Card,Yes,0.7,Yes,Corporate,8,4599,Bronze,California
AG-97394,Female,35-44,Furniture,6,Desktop,Social Media,1260.2032,Bank Transfer,Yes,0.7,No,Corporate,3,4412,Bronze,Texas
AG-98825,Female,35-44,Furniture,10,Mobile,Social Media,719.7015,Bank Transfer,Yes,0.7,No,Consumer,3,1361,Platinum,Texas
AH-01947,Male,18-24,Technology,1,Laptop,Email,903.169,Debit Card,No,0,No,Consumer,3,1116,Gold,Ohio
AH-04620,Female,55-64,Technology,19,Mobile,Direct,825.2944,Credit Card,Yes,0.2,Yes,Home Office,6,2122,Gold,Texas
AH-05745,Female,55-64,Furniture,3,Desktop,Email,1299.21,Bank Transfer,Yes,0.5,Yes,Consumer,8,1174,Platinum,New York
AH-05821,Female,45-54,Technology,4,Mobile,Search Engine,356.9263,Bank Transfer,No,0,No,Corporate,3,3088,Gold,New York
AH-06332,Male,55-64,Furniture,17,Laptop,Email,1077.6496,PayPal,No,0,No,Corporate,7,3598,Silver,California
AH-12257,Male,55-64,Home Supplies,13,Desktop,Search Engine,1400.824,Bank Transfer,Yes,0.2,Yes,Consumer,4,298,Gold,Alabama
AH-13004,Female,65+,Furniture,7,Desktop,Social Media,1163.992,Bank Transfer,No,0,No,Consumer,9,453,Platinum,Texas
AH-13562,Female,25-34,Technology,19,Laptop,Social Media,1460.098,PayPal,Yes,0.7,Yes,Consumer,10,1806,Gold,Alabama
AH-17313,Female,18-24,Home Supplies,17,Desktop,Direct,1360.1624,PayPal,Yes,0.3,Yes,Corporate,8,3398,Bronze,Alabama
AH-24595,Male,45-54,Technology,13,Desktop,Email,1211.152,PayPal,Yes,0.2,Yes,Home Office,9,2468,Platinum,Florida
AH-26978,Female,55-64,Technology,2,Laptop,Search Engine,1092.892,Debit Card,No,0,No,Consumer,8,950,Bronze,California
AH-29696,Male,45-54,Furniture,9,Desktop,Search Engine,881.5144,Debit Card,Yes,0.5,No,Home Office,10,2683,Platinum,Ohio
AH-30608,Female,18-24,Technology,2,Tablet,Social Media,488.3356,Debit Card,Yes,0.3,No,Home Office,10,2979,Bronze,Alabama
AH-32056,Female,45-54,Furniture,13,Tablet,Email,683.968,Bank Transfer,Yes,0.8,Yes,Home Office,10,1372,Platinum,Alabama
AH-38486,Female,25-34,Home Supplies,3,Tablet,Direct,519.97,PayPal,No,0,No,Home Office,7,1353,Platinum,California
AH-41838,Male,25-34,Home Supplies,12,Desktop,Direct,1504.9544,Debit Card,No,0,Yes,Corporate,8,4221,Gold,New York
AH-42638,Female,55-64,Furniture,9,Desktop,Direct,820.8272,Debit Card,Yes,0.3,No,Home Office,10,1488,Platinum,Alabama
AH-44372,Female,55-64,Furniture,7,Laptop,Search Engine,656.392,Debit Card,No,0,No,Consumer,8,1975,Platinum,Alabama
AH-44972,Female,65+,Home Supplies,17,Laptop,Social Media,1934.2696,Credit Card,Yes,0.5,No,Home Office,10,1630,Platinum,Florida
AH-53413,Female,25-34,Furniture,15,Laptop,Search Engine,1360.552,Credit Card,Yes,0.7,Yes,Corporate,10,3370,Platinum,Ohio
AH-56831,Female,45-54,Furniture,17,Desktop,Direct,1769.9608,PayPal,Yes,0.7,Yes,Consumer,4,531,Platinum,Alabama
AH-62510,Male,18-24,Home Supplies,4,Laptop,Search Engine,835.3768,Credit Card,No,0,No,Home Office,1,2290,Platinum,Alabama
AH-62797,Female,45-54,Furniture,19,Desktop,Social Media,1937.091,PayPal,Yes,0.5,Yes,Corporate,4,3056,Platinum,Florida
AH-66225,Male,25-34,Technology,18,Laptop,Email,1358.4768,Credit Card,Yes,0.7,Yes,Home Office,2,2771,Platinum,New York
AH-73518,Female,25-34,Furniture,2,Tablet,Social Media,685.7239,Debit Card,No,0,No,Consumer,4,1346,Platinum,Alabama
AH-74424,Female,55-64,Furniture,13,Laptop,Social Media,1327.0948,Debit Card,Yes,0.2,Yes,Home Office,7,1590,Platinum,Florida
AH-76239,Male,35-44,Furniture,11,Laptop,Email,1895.7796,Bank Transfer,Yes,0.3,Yes,Home Office,9,1296,Bronze,Texas
AH-77390,Female,65+,Home Supplies,3,Desktop,Direct,1324.0423,Bank Transfer,No,0,No,Corporate,5,3788,Silver,Ohio
AH-79488,Male,65+,Home Supplies,2,Laptop,Social Media,2068.1907,Credit Card,Yes,0.1,No,Corporate,2,4508,Platinum,Alabama
AH-80271,Male,65+,Technology,17,Desktop,Email,1798.42,Credit Card,Yes,0.2,Yes,Consumer,1,1074,Silver,Florida
AH-88787,Male,45-54,Technology,11,Laptop,Social Media,833.068,Debit Card,Yes,0.5,Yes,Home Office,6,1000,Gold,Texas
AH-91052,Male,18-24,Home Supplies,13,Tablet,Email,526.9048,PayPal,Yes,0.1,No,Corporate,10,3395,Platinum,Florida
AH-93795,Female,55-64,Home Supplies,6,Laptop,Email,915.3144,Credit Card,Yes,0.1,No,Home Office,6,2493,Bronze,New York
AH-96686,Male,65+,Technology,2,Laptop,Social Media,1479.6148,Debit Card,Yes,0.7,No,Corporate,6,4377,Platinum,New York
AH-98843,Female,35-44,Technology,4,Mobile,Social Media,372.56,Bank Transfer,Yes,0.1,No,Home Office,7,1941,Gold,New York
AH-99662,Male,55-64,Furniture,3,Mobile,Direct,220.9572,Bank Transfer,No,0,No,Home Office,10,1490,Platinum,Texas
AI-01260,Male,25-34,Home Supplies,8,Tablet,Social Media,243.454,Credit Card,Yes,0.2,Yes,Corporate,10,3415,Platinum,Alabama
AI-04364,Female,45-54,Home Supplies,19,Desktop,Email,2208.2584,Credit Card,Yes,0.5,Yes,Home Office,8,2807,Platinum,Florida
AI-06323,Male,35-44,Furniture,4,Laptop,Direct,928.758,Bank Transfer,Yes,0.2,Yes,Consumer,8,756,Silver,Ohio
AI-10390,Female,25-34,Home Supplies,4,Desktop,Social Media,1530.194,Credit Card,Yes,0.1,No,Corporate,7,3767,Gold,Alabama
AI-13358,Female,25-34,Furniture,7,Laptop,Direct,683.7544,PayPal,No,0,No,Corporate,9,4860,Gold,Florida
AI-18117,Male,65+,Technology,17,Laptop,Email,900.268,PayPal,Yes,0.1,No,Home Office,3,2839,Silver,Alabama
AI-21324,Female,25-34,Technology,13,Laptop,Direct,1162.9237,Credit Card,Yes,0.5,Yes,Home Office,2,1948,Platinum,California
AI-24791,Female,55-64,Home Supplies,10,Laptop,Search Engine,1282.528,PayPal,Yes,0.2,Yes,Consumer,10,112,Silver,New York
AI-24944,Female,25-34,Technology,7,Desktop,Email,1227.1,Credit Card,No,0,No,Corporate,10,3188,Bronze,Alabama
AI-25010,Female,55-64,Technology,19,Desktop,Social Media,1142.8811,Credit Card,Yes,0.3,Yes,Home Office,2,2533,Gold,Florida
AI-31010,Male,25-34,Technology,14,Desktop,Direct,1457.5072,PayPal,No,0,No,Corporate,10,4806,Platinum,New York
AI-33859,Female,35-44,Furniture,6,Laptop,Search Engine,1137.646,Credit Card,Yes,0.5,No,Home Office,8,2536,Bronze,New York
AI-37457,Male,55-64,Home Supplies,10,Desktop,Direct,2186.2205,Debit Card,Yes,0.1,No,Consumer,9,564,Silver,Florida
AI-38058,Male,55-64,Technology,10,Desktop,Search Engine,689.8648,PayPal,Yes,0.3,No,Consumer,10,930,Silver,New York
AI-38880,Female,55-64,Furniture,16,Desktop,Search Engine,1497.8384,PayPal,Yes,0.3,Yes,Consumer,7,328,Bronze,Texas
AI-40913,Male,55-64,Home Supplies,15,Desktop,Search Engine,1721.0268,Credit Card,Yes,0.7,Yes,Corporate,4,3357,Gold,New York
AI-42587,Female,55-64,Home Supplies,2,Desktop,Direct,408.495,Debit Card,Yes,0.5,Yes,Corporate,1,4290,Platinum,Ohio
AI-43403,Male,55-64,Home Supplies,7,Mobile,Direct,798.7504,Debit Card,Yes,0.5,No,Corporate,9,4903,Bronze,Florida
AI-43511,Female,55-64,Furniture,8,Desktop,Social Media,1583.9056,Debit Card,Yes,0.5,No,Corporate,5,3472,Silver,Alabama
AI-46299,Male,55-64,Technology,1,Laptop,Direct,1339.7572,PayPal,No,0,No,Home Office,10,2757,Platinum,Alabama
AI-54653,Female,55-64,Technology,15,Desktop,Email,1404.7407,Debit Card,Yes,0.1,No,Consumer,4,1853,Bronze,Alabama
AI-57858,Male,55-64,Furniture,17,Tablet,Search Engine,465.985,Bank Transfer,No,0,No,Consumer,8,126,Gold,California
AI-59114,Male,45-54,Technology,4,Laptop,Search Engine,1305.7511,PayPal,No,0,No,Corporate,5,3242,Bronze,California
AI-61491,Female,35-44,Furniture,3,Desktop,Direct,1529.5047,Bank Transfer,No,0,No,Consumer,5,460,Gold,Florida
AI-66876,Female,65+,Furniture,5,Laptop,Search Engine,1515.06,PayPal,No,0,No,Corporate,2,3896,Bronze,Texas
AI-73047,Male,25-34,Home Supplies,17,Desktop,Search Engine,1478.6104,Debit Card,Yes,0.3,No,Home Office,9,1276,Platinum,California
AI-76447,Male,35-44,Home Supplies,11,Tablet,Search Engine,797.0644,PayPal,Yes,0.5,No,Home Office,7,1364,Silver,Florida
AI-79406,Male,55-64,Furniture,6,Laptop,Social Media,1352.3328,Credit Card,No,0,No,Corporate,3,3165,Platinum,Ohio
AI-96584,Male,55-64,Technology,1,Mobile,Search Engine,685.4365,Debit Card,Yes,0.1,No,Home Office,7,1402,Bronze,Alabama
AI-98036,Female,65+,Furniture,14,Laptop,Email,2033.9944,Debit Card,Yes,0.2,Yes,Consumer,7,1471,Platinum,Florida
AJ-00040,Male,35-44,Technology,9,Laptop,Direct,1039.573,Credit Card,No,0,No,Consumer,9,1273,Bronze,California
AJ-00687,Female,18-24,Furniture,5,Desktop,Direct,765.8856,PayPal,Yes,0.5,No,Corporate,2,4112,Platinum,Florida
AJ-05651,Female,35-44,Home Supplies,17,Desktop,Email,1017.0735,Bank Transfer,Yes,0.5,Yes,Home Office,10,2068,Bronze,Florida
AJ-11578,Male,45-54,Furniture,3,Laptop,Email,631.4519,Debit Card,Yes,0.2,Yes,Corporate,3,3883,Bronze,California
AJ-12948,Female,35-44,Furniture,15,Mobile,Social Media,424.773,Debit Card,Yes,0.7,Yes,Corporate,5,3437,Platinum,Texas
AJ-16823,Female,25-34,Home Supplies,5,Desktop,Social Media,2056.0927,PayPal,No,0,No,Consumer,5,281,Platinum,Florida
AJ-16928,Female,45-54,Home Supplies,6,Desktop,Social Media,781.7359,Debit Card,No,0,No,Home Office,9,1943,Platinum,New York
AJ-17265,Female,45-54,Technology,6,Desktop,Search Engine,1152.0369,Debit Card,Yes,0.5,No,Consumer,10,656,Silver,Alabama
AJ-18007,Female,45-54,Furniture,13,Desktop,Search Engine,1891.984,Credit Card,No,0,No,Home Office,9,2789,Bronze,Ohio
AJ-18549,Male,45-54,Furniture,7,Desktop,Social Media,1363.4404,Bank Transfer,Yes,0.7,Yes,Consumer,10,1932,Platinum,New York
AJ-25780,Male,65+,Home Supplies,12,Desktop,Direct,1591.303,Credit Card,Yes,0.2,Yes,Corporate,5,3165,Platinum,California
AJ-26806,Male,25-34,Technology,9,Mobile,Email,564.3664,Credit Card,No,0,No,Consumer,8,488,Silver,Florida
AJ-28398,Female,45-54,Home Supplies,2,Laptop,Email,731.0912,PayPal,No,0,No,Corporate,6,3620,Bronze,California
AJ-40611,Male,45-54,Technology,10,Tablet,Email,639.955,Credit Card,No,0,No,Consumer,6,1730,Silver,Ohio
AJ-45663,Male,35-44,Home Supplies,17,Desktop,Email,1677.904,Bank Transfer,Yes,0.1,No,Home Office,4,1514,Bronze,Florida
AJ-47322,Male,65+,Furniture,16,Tablet,Social Media,867.028,Debit Card,No,0,No,Corporate,1,3237,Silver,New York
AJ-47562,Female,25-34,Furniture,10,Mobile,Direct,339.2896,PayPal,Yes,0.8,Yes,Corporate,4,4436,Platinum,Alabama
AJ-49918,Male,55-64,Furniture,10,Desktop,Email,1716.4564,Debit Card,Yes,0.5,Yes,Corporate,3,3083,Gold,California
AJ-53306,Male,35-44,Technology,6,Mobile,Search Engine,421.0092,Credit Card,No,0,No,Home Office,6,1469,Silver,Ohio
AJ-57897,Male,18-24,Technology,17,Desktop,Email,1057.1896,Debit Card,Yes,0.1,Yes,Home Office,5,1726,Gold,Florida
AJ-72161,Male,65+,Technology,1,Tablet,Direct,335.3704,Credit Card,No,0,No,Home Office,7,1798,Gold,Alabama
AJ-76342,Female,65+,Furniture,11,Laptop,Direct,1278.208,PayPal,Yes,0.7,Yes,Corporate,10,3283,Gold,Florida
AJ-77079,Male,18-24,Technology,4,Desktop,Search Engine,944.4121,Debit Card,Yes,0.7,No,Home Office,4,1612,Bronze,Ohio
AJ-83544,Female,25-34,Furniture,13,Tablet,Social Media,659.8904,Credit Card,Yes,0.7,Yes,Corporate,6,4084,Gold,Ohio
AJ-84641,Male,55-64,Furniture,5,Mobile,Email,358.28,PayPal,No,0,No,Corporate,10,4734,Bronze,California
AJ-93231,Female,35-44,Home Supplies,15,Laptop,Social Media,943.092,PayPal,Yes,0.8,Yes,Corporate,9,3440,Platinum,California
AJ-94364,Female,55-64,Technology,10,Mobile,Search Engine,381.2012,Debit Card,No,0,No,Home Office,10,2790,Silver,California
AK-03181,Female,55-64,Technology,5,Laptop,Search Engine,889.6264,Debit Card,No,0,No,Consumer,5,1241,Gold,Florida
AK-05142,Female,45-54,Home Supplies,4,Mobile,Direct,582.658,Credit Card,Yes,0.5,No,Corporate,9,4856,Platinum,Florida
AK-05452,Female,18-24,Technology,7,Desktop,Search Engine,1370.8216,Debit Card,Yes,0.1,No,Corporate,8,4631,Silver,Ohio
AK-11425,Male,35-44,Technology,4,Laptop,Search Engine,828.5425,Credit Card,Yes,0.7,No,Consumer,5,328,Silver,New York
AK-11481,Female,65+,Technology,6,Laptop,Email,1204.794,Credit Card,No,0,No,Corporate,2,4425,Gold,New York
AK-15425,Male,18-24,Furniture,14,Laptop,Direct,1519.146,PayPal,Yes,0.5,Yes,Corporate,1,4970,Gold,California
AK-16368,Male,25-34,Furniture,8,Tablet,Email,810.6745,Debit Card,No,0,No,Home Office,4,2722,Bronze,Texas
AK-16701,Female,25-34,Home Supplies,19,Desktop,Email,1370.73,Credit Card,Yes,0.1,No,Home Office,1,2127,Platinum,Alabama
AK-20678,Male,35-44,Furniture,6,Laptop,Social Media,1089.1976,Credit Card,No,0,No,Consumer,4,1231,Gold,Ohio
AK-35928,Female,35-44,Home Supplies,7,Laptop,Email,1422.6385,Credit Card,Yes,0.5,No,Corporate,3,3166,Gold,Florida
AK-45621,Male,35-44,Home Supplies,10,Tablet,Social Media,768.1376,Bank Transfer,Yes,0.7,Yes,Corporate,10,3330,Gold,Alabama
AK-47103,Male,35-44,Home Supplies,7,Desktop,Email,1452.1648,Debit Card,No,0,No,Consumer,5,301,Gold,Florida
AK-50271,Female,35-44,Furniture,3,Laptop,Direct,1229.6216,Bank Transfer,Yes,0.7,No,Corporate,2,3700,Platinum,Texas
AK-53080,Female,45-54,Home Supplies,7,Tablet,Search Engine,652.7344,Debit Card,Yes,0.7,No,Corporate,9,4402,Gold,Texas
AK-59653,Male,55-64,Home Supplies,18,Laptop,Social Media,2294.7864,Debit Card,Yes,0.2,Yes,Consumer,4,1348,Gold,Florida
AK-59734,Male,45-54,Furniture,11,Desktop,Email,1686.538,PayPal,Yes,0.2,Yes,Corporate,10,4858,Bronze,Texas
AK-61993,Female,45-54,Furniture,13,Desktop,Search Engine,1103.7424,PayPal,Yes,0.1,Yes,Corporate,5,4302,Silver,New York
AK-62290,Male,18-24,Home Supplies,15,Mobile,Direct,561.5296,Credit Card,Yes,0.2,Yes,Consumer,3,1399,Gold,Ohio
AK-64526,Female,25-34,Furniture,13,Tablet,Email,201.0976,Credit Card,Yes,0.5,Yes,Consumer,2,245,Platinum,Alabama
AK-65812,Male,55-64,Furniture,13,Laptop,Direct,1929.9977,Debit Card,No,0,No,Consumer,5,1119,Platinum,Texas
AK-66787,Female,45-54,Furniture,16,Desktop,Social Media,1558.7248,Bank Transfer,No,0,No,Home Office,10,1654,Silver,Alabama
AK-70848,Male,65+,Technology,4,Laptop,Search Engine,1195.846,Bank Transfer,Yes,0.7,No,Home Office,5,1120,Silver,New York
AK-71258,Male,45-54,Furniture,15,Laptop,Direct,1849.4514,PayPal,Yes,0.7,Yes,Home Office,3,1913,Silver,California
AK-72670,Female,18-24,Home Supplies,16,Tablet,Search Engine,961.156,Credit Card,Yes,0.2,Yes,Home Office,1,1133,Bronze,Texas
AK-72866,Female,65+,Home Supplies,15,Mobile,Direct,764.622,PayPal,Yes,0.8,Yes,Corporate,6,4651,Bronze,Alabama
AK-83006,Male,65+,Technology,19,Mobile,Email,935.4904,Bank Transfer,Yes,0.3,No,Home Office,9,2571,Bronze,Ohio
AK-83545,Female,45-54,Furniture,17,Desktop,Search Engine,1128.8971,PayPal,Yes,0.5,Yes,Home Office,8,2290,Silver,Texas
AK-86243,Female,35-44,Home Supplies,3,Mobile,Search Engine,39.048,Bank Transfer,Yes,0.1,No,Home Office,4,2956,Platinum,New York
AK-96969,Male,55-64,Home Supplies,14,Laptop,Social Media,1792.221,Bank Transfer,Yes,0.2,Yes,Home Office,1,1474,Platinum,Ohio
AK-98654,Male,25-34,Furniture,1,Mobile,Direct,77.1409,PayPal,No,0,No,Home Office,8,2370,Gold,Texas
AK-99654,Male,55-64,Furniture,3,Desktop,Email,1455.9975,Debit Card,Yes,0.3,Yes,Home Office,5,1754,Gold,California
AL-02745,Male,65+,Technology,9,Desktop,Direct,883.2861,Debit Card,Yes,0.2,Yes,Home Office,2,2876,Gold,Texas
AL-05552,Female,35-44,Furniture,15,Tablet,Email,543.528,PayPal,Yes,0.8,Yes,Home Office,4,2146,Platinum,Florida
AL-06079,Male,18-24,Home Supplies,18,Tablet,Social Media,524.7648,Credit Card,Yes,0.7,Yes,Corporate,8,4303,Silver,Texas
AL-06252,Male,35-44,Home Supplies,17,Tablet,Social Media,569.959,PayPal,Yes,0.7,Yes,Home Office,7,1645,Gold,Florida
AL-09637,Male,45-54,Furniture,8,Desktop,Email,1139.78,PayPal,No,0,No,Home Office,7,2477,Platinum,Texas
AL-09725,Female,25-34,Technology,8,Mobile,Direct,572.7292,PayPal,Yes,0.3,Yes,Consumer,2,1518,Gold,California
AL-09966,Female,18-24,Furniture,10,Laptop,Search Engine,1054.008,Credit Card,No,0,No,Corporate,10,4706,Gold,California
AL-10061,Male,25-34,Technology,17,Desktop,Search Engine,945.768,Credit Card,No,0,No,Corporate,4,3712,Bronze,Texas
AL-17967,Female,65+,Home Supplies,3,Mobile,Search Engine,588.4,Debit Card,No,0,No,Corporate,1,3599,Bronze,Alabama
AL-19288,Female,45-54,Home Supplies,19,Desktop,Email,1261.912,Credit Card,Yes,0.2,Yes,Home Office,4,1691,Silver,Texas
AL-19552,Male,18-24,Home Supplies,3,Laptop,Search Engine,490.9416,Credit Card,No,0,No,Home Office,1,2205,Bronze,Alabama
AL-20936,Female,45-54,Home Supplies,4,Desktop,Email,643.515,PayPal,No,0,No,Corporate,3,3690,Silver,California
AL-27542,Female,35-44,Home Supplies,8,Laptop,Email,1070.461,PayPal,No,0,No,Home Office,8,2846,Bronze,Ohio
AL-28895,Female,25-34,Home Supplies,17,Laptop,Search Engine,1650.6096,Debit Card,Yes,0.7,Yes,Corporate,2,4255,Platinum,New York
AL-34601,Male,65+,Technology,9,Desktop,Social Media,1711.233,PayPal,Yes,0.3,No,Consumer,7,387,Gold,California
AL-35160,Male,25-34,Home Supplies,15,Laptop,Social Media,772.4784,Debit Card,No,0,No,Home Office,9,2391,Silver,Alabama
AL-37539,Female,55-64,Furniture,11,Desktop,Search Engine,1363.0756,Debit Card,Yes,0.2,Yes,Home Office,9,2594,Platinum,Florida
AL-38014,Male,35-44,Home Supplies,7,Desktop,Email,1800.5498,PayPal,No,0,No,Consumer,1,693,Gold,Ohio
AL-50473,Female,65+,Home Supplies,13,Desktop,Search Engine,1587.49,Credit Card,Yes,0.3,Yes,Corporate,5,3765,Platinum,Ohio
AL-53695,Male,55-64,Home Supplies,14,Tablet,Social Media,762.8416,PayPal,Yes,0.2,Yes,Consumer,2,1172,Silver,Florida
AL-53728,Male,65+,Home Supplies,10,Desktop,Email,1105.4656,Bank Transfer,No,0,No,Consumer,7,268,Bronze,Alabama
AL-54575,Female,65+,Technology,10,Desktop,Direct,1138.5472,PayPal,Yes,0.8,Yes,Consumer,8,1908,Gold,Ohio
AL-55434,Female,45-54,Technology,3,Laptop,Social Media,1019.0909,Bank Transfer,Yes,0.5,No,Home Office,1,2586,Silver,Ohio
AL-58121,Female,55-64,Technology,5,Laptop,Email,1168.405,Credit Card,No,0,No,Corporate,10,3357,Gold,New York
AL-58158,Female,45-54,Home Supplies,1,Laptop,Social Media,1660.0684,Credit Card,No,0,No,Consumer,9,1039,Gold,New York
AL-62785,Male,45-54,Home Supplies,6,Laptop,Social Media,1405.2393,PayPal,Yes,0.1,No,Corporate,5,3428,Platinum,New York
AL-63261,Male,65+,Technology,2,Desktop,Direct,1490.716,Bank Transfer,No,0,No,Corporate,8,4538,Silver,Ohio
AL-63508,Female,25-34,Furniture,12,Desktop,Email,641.7812,Credit Card,Yes,0.1,Yes,Home Office,10,2683,Bronze,Ohio
AL-64618,Female,18-24,Technology,5,Desktop,Search Engine,1200.28,Credit Card,No,0,No,Corporate,10,3939,Silver,Texas
AL-64704,Male,18-24,Technology,2,Laptop,Search Engine,1056.2656,PayPal,Yes,0.2,Yes,Consumer,5,1553,Bronze,Alabama
AL-66075,Male,25-34,Home Supplies,9,Laptop,Email,1098.247,PayPal,Yes,0.1,No,Corporate,1,3910,Bronze,Florida
AL-75595,Female,45-54,Furniture,18,Tablet,Email,1369.824,Debit Card,Yes,0.7,Yes,Corporate,1,3728,Gold,Florida
AL-79885,Female,18-24,Furniture,12,Desktop,Direct,1240.3854,Credit Card,Yes,0.7,Yes,Consumer,10,1160,Silver,Texas
AL-82555,Female,45-54,Technology,8,Laptop,Email,1521.9895,Credit Card,No,0,No,Consumer,6,121,Platinum,Texas
AL-84024,Male,25-34,Home Supplies,1,Laptop,Direct,1765.6,Credit Card,Yes,0.7,No,Home Office,4,1673,Silver,Texas
AL-84851,Female,18-24,Technology,18,Tablet,Email,1079.256,Credit Card,Yes,0.2,Yes,Corporate,3,4560,Bronze,Florida
AL-89951,Male,55-64,Home Supplies,6,Desktop,Email,884.6667,Bank Transfer,No,0,No,Consumer,7,1764,Bronze,Texas
AL-90788,Male,45-54,Technology,8,Desktop,Email,619.0776,Bank Transfer,No,0,No,Corporate,6,3600,Platinum,Ohio
AL-92283,Male,25-34,Furniture,9,Desktop,Search Engine,1859.296,Credit Card,Yes,0.7,No,Corporate,6,3473,Gold,Alabama
AL-93621,Male,45-54,Home Supplies,6,Desktop,Email,937.831,Bank Transfer,No,0,No,Corporate,10,3357,Gold,Alabama
AL-93944,Male,45-54,Furniture,6,Desktop,Search Engine,2237.238,Bank Transfer,Yes,0.7,No,Home Office,1,1712,Bronze,New York
AL-97940,Female,65+,Home Supplies,6,Tablet,Search Engine,852.1218,PayPal,Yes,0.3,No,Corporate,9,4816,Gold,California
AM-04339,Male,65+,Home Supplies,2,Mobile,Direct,514.768,PayPal,Yes,0.3,No,Corporate,4,3528,Bronze,New York
AM-06088,Male,55-64,Furniture,12,Laptop,Search Engine,1091.429,Credit Card,Yes,0.3,No,Consumer,10,841,Gold,Texas
AM-06651,Female,45-54,Technology,15,Desktop,Direct,1132.1172,Debit Card,No,0,No,Consumer,2,1496,Platinum,New York
AM-14460,Female,18-24,Technology,5,Mobile,Direct,664.188,Credit Card,Yes,0.5,No,Corporate,9,4834,Gold,New York
AM-17506,Male,45-54,Home Supplies,1,Laptop,Direct,840.3308,Debit Card,Yes,0.2,Yes,Home Office,9,1949,Silver,Texas
AM-23710,Female,65+,Furniture,12,Desktop,Direct,945.7184,PayPal,No,0,No,Consumer,5,245,Gold,Alabama
AM-25473,Female,65+,Home Supplies,6,Desktop,Direct,442.4942,PayPal,No,0,No,Home Office,1,1444,Silver,Ohio
AM-25977,Female,35-44,Technology,11,Tablet,Email,699.0112,PayPal,Yes,0.7,No,Consumer,2,464,Silver,Florida
AM-30114,Female,65+,Furniture,6,Desktop,Social Media,1703.1369,PayPal,Yes,0.5,No,Consumer,1,1237,Silver,Alabama
AM-32673,Female,18-24,Home Supplies,6,Tablet,Social Media,171.36,Credit Card,Yes,0.3,No,Consumer,4,421,Platinum,Texas
